Магазин,Хліб,Календар,Кількість,Сума
ПРОГРЕС,З ТРАВАМИ,2025-06-07,12.0,624
ФРАНКА,БІЛИЙ,2025-06-07,25.0,750
ФРАНКА,СІРИЙ,2025-06-07,27.0,864
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-07,8.0,360
ФРАНКА,ТОСТОВИЙ,2025-06-07,9.0,495
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-07,20.0,960
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-07,30.0,1800
ФРАНКА,КЕРПІЧИК,2025-06-07,23.0,644
ФРАНКА,З ТРАВАМИ,2025-06-07,27.0,1404
ЦЕНТРАЛ,БІЛИЙ,2025-06-07,15.0,450
ЦЕНТРАЛ,СІРИЙ,2025-06-07,14.0,448
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-07,20.0,900
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-07,21.0,1155
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-07,31.0,1488
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-07,19.0,1140
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-07,15.0,420
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-07,19.0,988
ДРУЖБА,БІЛИЙ,2025-06-07,27.0,810
ДРУЖБА,СІРИЙ,2025-06-07,11.0,352
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-07,15.0,675
ДРУЖБА,ТОСТОВИЙ,2025-06-07,14.0,770
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-07,24.0,1152
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-07,7.0,420
ДРУЖБА,КЕРПІЧИК,2025-06-07,19.0,532
ДРУЖБА,З ТРАВАМИ,2025-06-07,26.0,1352
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-08,26.0,780
АВТОСТАНЦІЯ,СІРИЙ,2025-06-08,16.0,512
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-08,17.0,765
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-08,27.0,1485
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-08,20.0,960
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,29.0,1740
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-08,21.0,588
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-08,12.0,624
ГРІНВІЧ,БІЛИЙ,2025-06-08,22.0,660
ГРІНВІЧ,СІРИЙ,2025-06-08,18.0,576
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-08,30.0,1350
ГРІНВІЧ,ТОСТОВИЙ,2025-06-08,24.0,1320
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-08,15.0,720
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,14.0,840
ГРІНВІЧ,КЕРПІЧИК,2025-06-08,14.0,392
ГРІНВІЧ,З ТРАВАМИ,2025-06-08,29.0,1508
ПАЛАНОК,БІЛИЙ,2025-06-08,19.0,570
ПАЛАНОК,СІРИЙ,2025-06-08,28.0,896
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-08,12.0,540
ПАЛАНОК,ТОСТОВИЙ,2025-06-08,26.0,1430
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-08,26.0,1248
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,19.0,1140
ПАЛАНОК,КЕРПІЧИК,2025-06-08,29.0,812
ПАЛАНОК,З ТРАВАМИ,2025-06-08,25.0,1300
ЧЕРЕМШИНА,БІЛИЙ,2025-06-08,15.0,450
ЧЕРЕМШИНА,СІРИЙ,2025-06-08,16.0,512
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-08,26.0,1170
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-08,30.0,1650
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-08,9.0,432
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,17.0,1020
ЧЕРЕМШИНА,КЕРПІЧИК,2025-06-08,20.0,560
ЧЕРЕМШИНА,З ТРАВАМИ,2025-06-08,31.0,1612
ПІДГОРЯНО,БІЛИЙ,2025-06-08,31.0,930
ПІДГОРЯНО,СІРИЙ,2025-06-08,27.0,864
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-06-08,18.0,810
ПІДГОРЯНО,ТОСТОВИЙ,2025-06-08,20.0,1100
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-06-08,29.0,1392
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,27.0,1620
ПІДГОРЯНО,КЕРПІЧИК,2025-06-08,12.0,336
ПІДГОРЯНО,З ТРАВАМИ,2025-06-08,28.0,1456
ЄВРАЗІЯ,БІЛИЙ,2025-06-08,13.0,390
ЄВРАЗІЯ,СІРИЙ,2025-06-08,30.0,960
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-06-08,30.0,1350
ЄВРАЗІЯ,ТОСТОВИЙ,2025-06-08,24.0,1320
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-06-08,27.0,1296
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,25.0,1500
ЄВРАЗІЯ,КЕРПІЧИК,2025-06-08,26.0,728
ЄВРАЗІЯ,З ТРАВАМИ,2025-06-08,30.0,1560
РОСВИГОВО,БІЛИЙ,2025-06-08,13.0,390
РОСВИГОВО,СІРИЙ,2025-06-08,16.0,512
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-06-08,29.0,1305
РОСВИГОВО,ТОСТОВИЙ,2025-06-08,8.0,440
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-06-08,10.0,480
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,32.0,1920
РОСВИГОВО,КЕРПІЧИК,2025-06-08,24.0,672
РОСВИГОВО,З ТРАВАМИ,2025-06-08,14.0,728
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-06-08,16.0,480
ЯВОРНИЦЬКОГО,СІРИЙ,2025-06-08,28.0,896
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-06-08,29.0,1305
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-06-08,23.0,1265
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-06-08,16.0,768
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,25.0,1500
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-06-08,27.0,756
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-06-08,30.0,1560
ПРОГРЕС,БІЛИЙ,2025-06-08,15.0,450
ПРОГРЕС,СІРИЙ,2025-06-08,13.0,416
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-06-08,19.0,855
ПРОГРЕС,ТОСТОВИЙ,2025-06-08,14.0,770
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-06-08,13.0,624
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,30.0,1800
ПРОГРЕС,КЕРПІЧИК,2025-06-08,23.0,644
ПРОГРЕС,З ТРАВАМИ,2025-06-08,24.0,1248
ФРАНКА,БІЛИЙ,2025-06-08,19.0,570
ФРАНКА,СІРИЙ,2025-06-08,22.0,704
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-08,22.0,990
ФРАНКА,ТОСТОВИЙ,2025-06-08,18.0,990
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-08,14.0,672
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,17.0,1020
ФРАНКА,КЕРПІЧИК,2025-06-08,30.0,840
ФРАНКА,З ТРАВАМИ,2025-06-08,28.0,1456
ЦЕНТРАЛ,БІЛИЙ,2025-06-08,20.0,600
ЦЕНТРАЛ,СІРИЙ,2025-06-08,29.0,928
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-08,22.0,990
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-08,31.0,1705
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-08,7.0,336
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,12.0,720
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-08,24.0,672
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-08,25.0,1300
ДРУЖБА,БІЛИЙ,2025-06-08,22.0,660
ДРУЖБА,СІРИЙ,2025-06-08,15.0,480
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-08,13.0,585
ДРУЖБА,ТОСТОВИЙ,2025-06-08,22.0,1210
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-08,23.0,1104
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-08,16.0,960
ДРУЖБА,КЕРПІЧИК,2025-06-08,26.0,728
ДРУЖБА,З ТРАВАМИ,2025-06-08,21.0,1092
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-09,22.0,660
АВТОСТАНЦІЯ,СІРИЙ,2025-06-09,13.0,416
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-09,24.0,1080
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-09,10.0,550
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-09,11.0,528
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,17.0,1020
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-09,9.0,252
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-09,17.0,884
ГРІНВІЧ,БІЛИЙ,2025-06-09,12.0,360
ГРІНВІЧ,СІРИЙ,2025-06-09,14.0,448
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-09,14.0,630
ГРІНВІЧ,ТОСТОВИЙ,2025-06-09,21.0,1155
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-09,6.0,288
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,13.0,780
ГРІНВІЧ,КЕРПІЧИК,2025-06-09,15.0,420
ГРІНВІЧ,З ТРАВАМИ,2025-06-09,23.0,1196
ПАЛАНОК,БІЛИЙ,2025-06-09,12.0,360
ПАЛАНОК,СІРИЙ,2025-06-09,20.0,640
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-09,11.0,495
ПАЛАНОК,ТОСТОВИЙ,2025-06-09,20.0,1100
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-09,22.0,1056
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,24.0,1440
ПАЛАНОК,КЕРПІЧИК,2025-06-09,6.0,168
ПАЛАНОК,З ТРАВАМИ,2025-06-09,20.0,1040
ЧЕРЕМШИНА,БІЛИЙ,2025-06-09,12.0,360
ЧЕРЕМШИНА,СІРИЙ,2025-06-09,10.0,320
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-09,5.0,225
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-09,8.0,440
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-09,8.0,384
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,9.0,540
ЧЕРЕМШИНА,КЕРПІЧИК,2025-06-09,6.0,168
ЧЕРЕМШИНА,З ТРАВАМИ,2025-06-09,17.0,884
ПІДГОРЯНО,БІЛИЙ,2025-06-09,13.0,390
ПІДГОРЯНО,СІРИЙ,2025-06-09,23.0,736
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-06-09,9.0,405
ПІДГОРЯНО,ТОСТОВИЙ,2025-06-09,7.0,385
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-06-09,10.0,480
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,17.0,1020
ПІДГОРЯНО,КЕРПІЧИК,2025-06-09,7.0,196
ПІДГОРЯНО,З ТРАВАМИ,2025-06-09,23.0,1196
ЄВРАЗІЯ,БІЛИЙ,2025-06-09,5.0,150
ЄВРАЗІЯ,СІРИЙ,2025-06-09,10.0,320
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-06-09,23.0,1035
ЄВРАЗІЯ,ТОСТОВИЙ,2025-06-09,5.0,275
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-06-09,14.0,672
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,23.0,1380
ЄВРАЗІЯ,КЕРПІЧИК,2025-06-09,24.0,672
ЄВРАЗІЯ,З ТРАВАМИ,2025-06-09,24.0,1248
РОСВИГОВО,БІЛИЙ,2025-06-09,21.0,630
РОСВИГОВО,СІРИЙ,2025-06-09,12.0,384
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-06-09,15.0,675
РОСВИГОВО,ТОСТОВИЙ,2025-06-09,12.0,660
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-06-09,15.0,720
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,16.0,960
РОСВИГОВО,КЕРПІЧИК,2025-06-09,5.0,140
РОСВИГОВО,З ТРАВАМИ,2025-06-09,24.0,1248
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-06-09,23.0,690
ЯВОРНИЦЬКОГО,СІРИЙ,2025-06-09,18.0,576
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-06-09,5.0,225
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-06-09,17.0,935
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-06-09,24.0,1152
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,16.0,960
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-06-09,12.0,336
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-06-09,17.0,884
ПРОГРЕС,БІЛИЙ,2025-06-09,17.0,510
ПРОГРЕС,СІРИЙ,2025-06-09,21.0,672
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-06-09,11.0,495
ПРОГРЕС,ТОСТОВИЙ,2025-06-09,19.0,1045
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-06-09,11.0,528
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,7.0,420
ПРОГРЕС,КЕРПІЧИК,2025-06-09,20.0,560
ПРОГРЕС,З ТРАВАМИ,2025-06-09,14.0,728
ФРАНКА,БІЛИЙ,2025-06-09,21.0,630
ФРАНКА,СІРИЙ,2025-06-09,22.0,704
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-09,13.0,585
ФРАНКА,ТОСТОВИЙ,2025-06-09,6.0,330
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-09,6.0,288
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,20.0,1200
ФРАНКА,КЕРПІЧИК,2025-06-09,8.0,224
ФРАНКА,З ТРАВАМИ,2025-06-09,23.0,1196
ЦЕНТРАЛ,БІЛИЙ,2025-06-09,19.0,570
ЦЕНТРАЛ,СІРИЙ,2025-06-09,8.0,256
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-09,24.0,1080
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-09,22.0,1210
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-09,8.0,384
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,19.0,1140
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-09,6.0,168
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-09,22.0,1144
ДРУЖБА,БІЛИЙ,2025-06-09,22.0,660
ДРУЖБА,СІРИЙ,2025-06-09,17.0,544
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-09,17.0,765
ДРУЖБА,ТОСТОВИЙ,2025-06-09,16.0,880
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-09,8.0,384
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-09,12.0,720
ДРУЖБА,КЕРПІЧИК,2025-06-09,23.0,644
ДРУЖБА,З ТРАВАМИ,2025-06-09,6.0,312
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-10,22.0,660
АВТОСТАНЦІЯ,СІРИЙ,2025-06-10,22.0,704
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-10,22.0,990
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-10,9.0,495
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-10,19.0,912
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,12.0,720
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-10,21.0,588
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-10,22.0,1144
ГРІНВІЧ,БІЛИЙ,2025-06-10,16.0,480
ГРІНВІЧ,СІРИЙ,2025-06-10,23.0,736
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-10,19.0,855
ГРІНВІЧ,ТОСТОВИЙ,2025-06-10,16.0,880
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-10,24.0,1152
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,5.0,300
ГРІНВІЧ,КЕРПІЧИК,2025-06-10,23.0,644
ГРІНВІЧ,З ТРАВАМИ,2025-06-10,18.0,936
ПАЛАНОК,БІЛИЙ,2025-06-10,22.0,660
ПАЛАНОК,СІРИЙ,2025-06-10,18.0,576
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-10,19.0,855
ПАЛАНОК,ТОСТОВИЙ,2025-06-10,7.0,385
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-10,11.0,528
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,8.0,480
ПАЛАНОК,КЕРПІЧИК,2025-06-10,7.0,196
ПАЛАНОК,З ТРАВАМИ,2025-06-10,16.0,832
ЧЕРЕМШИНА,БІЛИЙ,2025-06-10,6.0,180
ЧЕРЕМШИНА,СІРИЙ,2025-06-10,9.0,288
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-10,24.0,1080
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-10,5.0,275
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-10,19.0,912
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,7.0,420
ЧЕРЕМШИНА,КЕРПІЧИК,2025-06-10,12.0,336
ЧЕРЕМШИНА,З ТРАВАМИ,2025-06-10,23.0,1196
ПІДГОРЯНО,БІЛИЙ,2025-06-10,23.0,690
ПІДГОРЯНО,СІРИЙ,2025-06-10,9.0,288
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-06-10,8.0,360
ПІДГОРЯНО,ТОСТОВИЙ,2025-06-10,13.0,715
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-06-10,22.0,1056
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,18.0,1080
ПІДГОРЯНО,КЕРПІЧИК,2025-06-10,12.0,336
ПІДГОРЯНО,З ТРАВАМИ,2025-06-10,11.0,572
ЄВРАЗІЯ,БІЛИЙ,2025-06-10,13.0,390
ЄВРАЗІЯ,СІРИЙ,2025-06-10,8.0,256
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-06-10,20.0,900
ЄВРАЗІЯ,ТОСТОВИЙ,2025-06-10,13.0,715
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-06-10,6.0,288
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,13.0,780
ЄВРАЗІЯ,КЕРПІЧИК,2025-06-10,8.0,224
ЄВРАЗІЯ,З ТРАВАМИ,2025-06-10,10.0,520
РОСВИГОВО,БІЛИЙ,2025-06-10,22.0,660
РОСВИГОВО,СІРИЙ,2025-06-10,8.0,256
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-06-10,23.0,1035
РОСВИГОВО,ТОСТОВИЙ,2025-06-10,13.0,715
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-06-10,24.0,1152
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,17.0,1020
РОСВИГОВО,КЕРПІЧИК,2025-06-10,15.0,420
РОСВИГОВО,З ТРАВАМИ,2025-06-10,23.0,1196
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-06-10,14.0,420
ЯВОРНИЦЬКОГО,СІРИЙ,2025-06-10,6.0,192
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-06-10,17.0,765
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-06-10,9.0,495
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-06-10,21.0,1008
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,24.0,1440
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-06-10,8.0,224
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-06-10,,0
ПРОГРЕС,БІЛИЙ,2025-06-10,19.0,570
ПРОГРЕС,СІРИЙ,2025-06-10,7.0,224
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-06-10,18.0,810
ПРОГРЕС,ТОСТОВИЙ,2025-06-10,11.0,605
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-06-10,6.0,288
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,23.0,1380
ПРОГРЕС,КЕРПІЧИК,2025-06-10,12.0,336
ПРОГРЕС,З ТРАВАМИ,2025-06-10,17.0,884
ФРАНКА,БІЛИЙ,2025-06-10,13.0,390
ФРАНКА,СІРИЙ,2025-06-10,8.0,256
ФРАНКА,БОРОДІНСЬКИЙ,2025-06-10,6.0,270
ФРАНКА,ТОСТОВИЙ,2025-06-10,15.0,825
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-06-10,14.0,672
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,18.0,1080
ФРАНКА,КЕРПІЧИК,2025-06-10,18.0,504
ФРАНКА,З ТРАВАМИ,2025-06-10,11.0,572
ЦЕНТРАЛ,БІЛИЙ,2025-06-10,13.0,390
ЦЕНТРАЛ,СІРИЙ,2025-06-10,14.0,448
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-06-10,6.0,270
ЦЕНТРАЛ,ТОСТОВИЙ,2025-06-10,14.0,770
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-06-10,16.0,768
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,16.0,960
ЦЕНТРАЛ,КЕРПІЧИК,2025-06-10,14.0,392
ЦЕНТРАЛ,З ТРАВАМИ,2025-06-10,8.0,416
ДРУЖБА,БІЛИЙ,2025-06-10,22.0,660
ДРУЖБА,СІРИЙ,2025-06-10,5.0,160
ДРУЖБА,БОРОДІНСЬКИЙ,2025-06-10,9.0,405
ДРУЖБА,ТОСТОВИЙ,2025-06-10,19.0,1045
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-06-10,15.0,720
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-10,24.0,1440
ДРУЖБА,КЕРПІЧИК,2025-06-10,6.0,168
ДРУЖБА,З ТРАВАМИ,2025-06-10,14.0,728
АВТОСТАНЦІЯ,БІЛИЙ,2025-06-11,19.0,570
АВТОСТАНЦІЯ,СІРИЙ,2025-06-11,24.0,768
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-06-11,21.0,945
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-06-11,14.0,770
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-06-11,21.0,1008
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,17.0,1020
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-06-11,12.0,336
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-06-11,11.0,572
ГРІНВІЧ,БІЛИЙ,2025-06-11,7.0,210
ГРІНВІЧ,СІРИЙ,2025-06-11,13.0,416
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-06-11,5.0,225
ГРІНВІЧ,ТОСТОВИЙ,2025-06-11,6.0,330
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-06-11,9.0,432
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,22.0,1320
ГРІНВІЧ,КЕРПІЧИК,2025-06-11,18.0,504
ГРІНВІЧ,З ТРАВАМИ,2025-06-11,12.0,624
ПАЛАНОК,БІЛИЙ,2025-06-11,16.0,480
ПАЛАНОК,СІРИЙ,2025-06-11,18.0,576
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-06-11,23.0,1035
ПАЛАНОК,ТОСТОВИЙ,2025-06-11,6.0,330
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-06-11,12.0,576
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,23.0,1380
ПАЛАНОК,КЕРПІЧИК,2025-06-11,,0
ПАЛАНОК,З ТРАВАМИ,2025-06-11,18.0,936
ЧЕРЕМШИНА,БІЛИЙ,2025-06-11,23.0,690
ЧЕРЕМШИНА,СІРИЙ,2025-06-11,18.0,576
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-06-11,17.0,765
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-06-11,14.0,770
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-06-11,15.0,720
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,22.0,1320
ЧЕРЕМШИНА,КЕРПІЧИК,2025-06-11,6.0,168
ЧЕРЕМШИНА,З ТРАВАМИ,2025-06-11,8.0,416
ПІДГОРЯНО,БІЛИЙ,2025-06-11,8.0,240
ПІДГОРЯНО,СІРИЙ,2025-06-11,11.0,352
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-06-11,6.0,270
ПІДГОРЯНО,ТОСТОВИЙ,2025-06-11,17.0,935
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-06-11,11.0,528
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,9.0,540
ПІДГОРЯНО,КЕРПІЧИК,2025-06-11,20.0,560
ПІДГОРЯНО,З ТРАВАМИ,2025-06-11,16.0,832
ЄВРАЗІЯ,БІЛИЙ,2025-06-11,15.0,450
ЄВРАЗІЯ,СІРИЙ,2025-06-11,24.0,768
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-06-11,24.0,1080
ЄВРАЗІЯ,ТОСТОВИЙ,2025-06-11,20.0,1100
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-06-11,21.0,1008
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-06-11,24.0,1440
ЄВРАЗІЯ,КЕРПІЧИК,2025-06-11,22.0,616
ЄВРАЗІЯ,З ТРАВАМИ,2025-06-11,22.0,1144
РОСВИГОВО,БІЛИЙ,2025-06-11,22.0,660
РОСВИГОВО,СІРИЙ,2025-06-11,24.0,768
