Магазин,Хліб,Календар,Кількість списання
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,4
ПІДГОРЯНО,КЕРПІЧИК,2025-07-20,0
ПІДГОРЯНО,З ТРАВАМИ,2025-07-20,3
ЄВРАЗІЯ,БІЛИЙ,2025-07-20,0
ЄВРАЗІЯ,СІРИЙ,2025-07-20,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-20,3
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-20,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-20,3
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-20,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-20,3
РОСВИГОВО,БІЛИЙ,2025-07-20,2
РОСВИГОВО,СІРИЙ,2025-07-20,3
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-20,1
РОСВИГОВО,ТОСТОВИЙ,2025-07-20,0
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-20,1
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,4
РОСВИГОВО,КЕРПІЧИК,2025-07-20,0
РОСВИГОВО,З ТРАВАМИ,2025-07-20,5
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-20,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-20,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-20,1
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-20,1
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-20,3
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,0
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-20,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-20,4
ПРОГРЕС,БІЛИЙ,2025-07-20,0
ПРОГРЕС,СІРИЙ,2025-07-20,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-20,0
ПРОГРЕС,ТОСТОВИЙ,2025-07-20,1
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-20,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,4
ПРОГРЕС,КЕРПІЧИК,2025-07-20,2
ПРОГРЕС,З ТРАВАМИ,2025-07-20,3
ФРАНКА,БІЛИЙ,2025-07-20,0
ФРАНКА,СІРИЙ,2025-07-20,1
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-20,1
ФРАНКА,ТОСТОВИЙ,2025-07-20,1
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-20,0
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,0
ФРАНКА,КЕРПІЧИК,2025-07-20,2
ФРАНКА,З ТРАВАМИ,2025-07-20,6
ЦЕНТРАЛ,БІЛИЙ,2025-07-20,0
ЦЕНТРАЛ,СІРИЙ,2025-07-20,0
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-20,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-20,0
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-20,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-20,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-20,0
ДРУЖБА,БІЛИЙ,2025-07-20,1
ДРУЖБА,СІРИЙ,2025-07-20,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-20,0
ДРУЖБА,ТОСТОВИЙ,2025-07-20,2
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-20,1
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-20,0
ДРУЖБА,КЕРПІЧИК,2025-07-20,0
ДРУЖБА,З ТРАВАМИ,2025-07-20,0
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-21,0
АВТОСТАНЦІЯ,СІРИЙ,2025-07-21,3
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-21,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-21,2
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-21,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,2
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-21,2
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-21,4
ГРІНВІЧ,БІЛИЙ,2025-07-21,1
ГРІНВІЧ,СІРИЙ,2025-07-21,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-21,0
ГРІНВІЧ,ТОСТОВИЙ,2025-07-21,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-21,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,0
ГРІНВІЧ,КЕРПІЧИК,2025-07-21,2
ГРІНВІЧ,З ТРАВАМИ,2025-07-21,6
ПАЛАНОК,БІЛИЙ,2025-07-21,1
ПАЛАНОК,СІРИЙ,2025-07-21,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-21,0
ПАЛАНОК,ТОСТОВИЙ,2025-07-21,2
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-21,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,2
ПАЛАНОК,КЕРПІЧИК,2025-07-21,0
ПАЛАНОК,З ТРАВАМИ,2025-07-21,0
ЧЕРЕМШИНА,БІЛИЙ,2025-07-21,0
ЧЕРЕМШИНА,СІРИЙ,2025-07-21,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-21,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-21,1
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-21,0
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-21,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-21,1
ПІДГОРЯНО,БІЛИЙ,2025-07-21,1
ПІДГОРЯНО,СІРИЙ,2025-07-21,3
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-21,3
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-21,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-21,2
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,3
ПІДГОРЯНО,КЕРПІЧИК,2025-07-21,0
ПІДГОРЯНО,З ТРАВАМИ,2025-07-21,2
ЄВРАЗІЯ,БІЛИЙ,2025-07-21,1
ЄВРАЗІЯ,СІРИЙ,2025-07-21,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-21,2
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-21,1
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-21,1
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,6
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-21,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-21,1
РОСВИГОВО,БІЛИЙ,2025-07-21,3
РОСВИГОВО,СІРИЙ,2025-07-21,2
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-21,0
РОСВИГОВО,ТОСТОВИЙ,2025-07-21,2
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-21,2
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,2
РОСВИГОВО,КЕРПІЧИК,2025-07-21,1
РОСВИГОВО,З ТРАВАМИ,2025-07-21,3
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-21,1
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-21,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-21,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-21,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-21,2
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-21,2
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-21,2
ПРОГРЕС,БІЛИЙ,2025-07-21,0
ПРОГРЕС,СІРИЙ,2025-07-21,1
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-21,0
ПРОГРЕС,ТОСТОВИЙ,2025-07-21,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-21,3
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,3
ПРОГРЕС,КЕРПІЧИК,2025-07-21,1
ПРОГРЕС,З ТРАВАМИ,2025-07-21,1
ФРАНКА,БІЛИЙ,2025-07-21,0
ФРАНКА,СІРИЙ,2025-07-21,1
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-21,0
ФРАНКА,ТОСТОВИЙ,2025-07-21,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-21,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,0
ФРАНКА,КЕРПІЧИК,2025-07-21,1
ФРАНКА,З ТРАВАМИ,2025-07-21,1
ЦЕНТРАЛ,БІЛИЙ,2025-07-21,2
ЦЕНТРАЛ,СІРИЙ,2025-07-21,1
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-21,3
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-21,2
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-21,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,4
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-21,2
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-21,1
ДРУЖБА,БІЛИЙ,2025-07-21,0
ДРУЖБА,СІРИЙ,2025-07-21,0
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-21,0
ДРУЖБА,ТОСТОВИЙ,2025-07-21,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-21,3
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-21,1
ДРУЖБА,КЕРПІЧИК,2025-07-21,0
ДРУЖБА,З ТРАВАМИ,2025-07-21,5
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-22,2
АВТОСТАНЦІЯ,СІРИЙ,2025-07-22,3
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-22,1
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-22,2
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-22,2
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,3
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-22,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-22,2
ГРІНВІЧ,БІЛИЙ,2025-07-22,2
ГРІНВІЧ,СІРИЙ,2025-07-22,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-22,0
ГРІНВІЧ,ТОСТОВИЙ,2025-07-22,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-22,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,5
ГРІНВІЧ,КЕРПІЧИК,2025-07-22,2
ГРІНВІЧ,З ТРАВАМИ,2025-07-22,0
ПАЛАНОК,БІЛИЙ,2025-07-22,1
ПАЛАНОК,СІРИЙ,2025-07-22,3
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-22,1
ПАЛАНОК,ТОСТОВИЙ,2025-07-22,2
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-22,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,0
ПАЛАНОК,КЕРПІЧИК,2025-07-22,0
ПАЛАНОК,З ТРАВАМИ,2025-07-22,2
ЧЕРЕМШИНА,БІЛИЙ,2025-07-22,2
ЧЕРЕМШИНА,СІРИЙ,2025-07-22,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-22,2
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-22,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-22,1
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,1
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-22,3
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-22,3
ПІДГОРЯНО,БІЛИЙ,2025-07-22,0
ПІДГОРЯНО,СІРИЙ,2025-07-22,3
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-22,0
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-22,3
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-22,2
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,5
ПІДГОРЯНО,КЕРПІЧИК,2025-07-22,2
ПІДГОРЯНО,З ТРАВАМИ,2025-07-22,4
ЄВРАЗІЯ,БІЛИЙ,2025-07-22,1
ЄВРАЗІЯ,СІРИЙ,2025-07-22,2
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-22,1
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-22,2
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-22,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,2
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-22,2
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-22,1
РОСВИГОВО,БІЛИЙ,2025-07-22,0
РОСВИГОВО,СІРИЙ,2025-07-22,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-22,1
РОСВИГОВО,ТОСТОВИЙ,2025-07-22,0
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-22,2
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,0
РОСВИГОВО,КЕРПІЧИК,2025-07-22,1
РОСВИГОВО,З ТРАВАМИ,2025-07-22,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-22,2
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-22,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-22,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-22,2
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-22,1
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,0
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-22,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-22,2
ПРОГРЕС,БІЛИЙ,2025-07-22,0
ПРОГРЕС,СІРИЙ,2025-07-22,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-22,0
ПРОГРЕС,ТОСТОВИЙ,2025-07-22,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-22,2
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,0
ПРОГРЕС,КЕРПІЧИК,2025-07-22,2
ПРОГРЕС,З ТРАВАМИ,2025-07-22,0
ФРАНКА,БІЛИЙ,2025-07-22,3
ФРАНКА,СІРИЙ,2025-07-22,3
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-22,0
ФРАНКА,ТОСТОВИЙ,2025-07-22,2
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-22,2
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,1
ФРАНКА,КЕРПІЧИК,2025-07-22,0
ФРАНКА,З ТРАВАМИ,2025-07-22,4
ЦЕНТРАЛ,БІЛИЙ,2025-07-22,1
ЦЕНТРАЛ,СІРИЙ,2025-07-22,3
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-22,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-22,2
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-22,3
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,3
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-22,1
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-22,3
ДРУЖБА,БІЛИЙ,2025-07-22,0
ДРУЖБА,СІРИЙ,2025-07-22,0
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-22,0
ДРУЖБА,ТОСТОВИЙ,2025-07-22,2
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-22,2
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-22,4
ДРУЖБА,КЕРПІЧИК,2025-07-22,3
ДРУЖБА,З ТРАВАМИ,2025-07-22,3
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-23,0
АВТОСТАНЦІЯ,СІРИЙ,2025-07-23,1
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-23,1
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-23,1
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-23,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,3
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-23,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-23,2
ГРІНВІЧ,БІЛИЙ,2025-07-23,2
ГРІНВІЧ,СІРИЙ,2025-07-23,3
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-23,1
ГРІНВІЧ,ТОСТОВИЙ,2025-07-23,1
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-23,1
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,0
ГРІНВІЧ,КЕРПІЧИК,2025-07-23,0
ГРІНВІЧ,З ТРАВАМИ,2025-07-23,2
ПАЛАНОК,БІЛИЙ,2025-07-23,0
ПАЛАНОК,СІРИЙ,2025-07-23,0
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-23,1
ПАЛАНОК,ТОСТОВИЙ,2025-07-23,0
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-23,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,1
ПАЛАНОК,КЕРПІЧИК,2025-07-23,0
ПАЛАНОК,З ТРАВАМИ,2025-07-23,3
ЧЕРЕМШИНА,БІЛИЙ,2025-07-23,0
ЧЕРЕМШИНА,СІРИЙ,2025-07-23,3
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-23,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-23,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-23,2
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-23,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-23,4
ПІДГОРЯНО,БІЛИЙ,2025-07-23,0
ПІДГОРЯНО,СІРИЙ,2025-07-23,1
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-23,3
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-23,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-23,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,5
ПІДГОРЯНО,КЕРПІЧИК,2025-07-23,0
ПІДГОРЯНО,З ТРАВАМИ,2025-07-23,0
ЄВРАЗІЯ,БІЛИЙ,2025-07-23,0
ЄВРАЗІЯ,СІРИЙ,2025-07-23,2
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-23,1
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-23,2
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-23,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-23,2
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-23,0
РОСВИГОВО,БІЛИЙ,2025-07-23,2
РОСВИГОВО,СІРИЙ,2025-07-23,2
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-23,1
РОСВИГОВО,ТОСТОВИЙ,2025-07-23,1
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-23,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,4
РОСВИГОВО,КЕРПІЧИК,2025-07-23,3
РОСВИГОВО,З ТРАВАМИ,2025-07-23,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-23,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-23,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-23,0
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-07-23,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-07-23,3
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,2
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-07-23,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-07-23,0
ПРОГРЕС,БІЛИЙ,2025-07-23,2
ПРОГРЕС,СІРИЙ,2025-07-23,1
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-07-23,2
ПРОГРЕС,ТОСТОВИЙ,2025-07-23,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-07-23,1
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,4
ПРОГРЕС,КЕРПІЧИК,2025-07-23,0
ПРОГРЕС,З ТРАВАМИ,2025-07-23,6
ФРАНКА,БІЛИЙ,2025-07-23,0
ФРАНКА,СІРИЙ,2025-07-23,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-07-23,0
ФРАНКА,ТОСТОВИЙ,2025-07-23,3
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-07-23,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,1
ФРАНКА,КЕРПІЧИК,2025-07-23,0
ФРАНКА,З ТРАВАМИ,2025-07-23,2
ЦЕНТРАЛ,БІЛИЙ,2025-07-23,1
ЦЕНТРАЛ,СІРИЙ,2025-07-23,1
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-07-23,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-07-23,2
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-07-23,1
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,2
ЦЕНТРАЛ,КЕРПІЧИК,2025-07-23,3
ЦЕНТРАЛ,З ТРАВАМИ,2025-07-23,2
ДРУЖБА,БІЛИЙ,2025-07-23,2
ДРУЖБА,СІРИЙ,2025-07-23,0
ДРУЖБА,БОРОДІНСЬКИЙ,2025-07-23,1
ДРУЖБА,ТОСТОВИЙ,2025-07-23,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-07-23,1
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-23,0
ДРУЖБА,КЕРПІЧИК,2025-07-23,2
ДРУЖБА,З ТРАВАМИ,2025-07-23,5
АВТОСТАНЦІЯ,БІЛИЙ,2025-07-24,1
АВТОСТАНЦІЯ,СІРИЙ,2025-07-24,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-07-24,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-07-24,0
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-07-24,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-07-24,3
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-07-24,0
ГРІНВІЧ,БІЛИЙ,2025-07-24,1
ГРІНВІЧ,СІРИЙ,2025-07-24,1
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-07-24,1
ГРІНВІЧ,ТОСТОВИЙ,2025-07-24,1
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-07-24,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,3
ГРІНВІЧ,КЕРПІЧИК,2025-07-24,2
ГРІНВІЧ,З ТРАВАМИ,2025-07-24,4
ПАЛАНОК,БІЛИЙ,2025-07-24,3
ПАЛАНОК,СІРИЙ,2025-07-24,2
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-07-24,2
ПАЛАНОК,ТОСТОВИЙ,2025-07-24,0
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-07-24,1
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,6
ПАЛАНОК,КЕРПІЧИК,2025-07-24,0
ПАЛАНОК,З ТРАВАМИ,2025-07-24,4
ЧЕРЕМШИНА,БІЛИЙ,2025-07-24,1
ЧЕРЕМШИНА,СІРИЙ,2025-07-24,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-07-24,2
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-07-24,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-07-24,0
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-07-24,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-07-24,0
ПІДГОРЯНО,БІЛИЙ,2025-07-24,1
ПІДГОРЯНО,СІРИЙ,2025-07-24,0
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-07-24,0
ПІДГОРЯНО,ТОСТОВИЙ,2025-07-24,2
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-07-24,2
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,1
ПІДГОРЯНО,КЕРПІЧИК,2025-07-24,0
ПІДГОРЯНО,З ТРАВАМИ,2025-07-24,5
ЄВРАЗІЯ,БІЛИЙ,2025-07-24,0
ЄВРАЗІЯ,СІРИЙ,2025-07-24,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-07-24,0
ЄВРАЗІЯ,ТОСТОВИЙ,2025-07-24,3
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-07-24,3
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,5
ЄВРАЗІЯ,КЕРПІЧИК,2025-07-24,2
ЄВРАЗІЯ,З ТРАВАМИ,2025-07-24,4
РОСВИГОВО,БІЛИЙ,2025-07-24,0
РОСВИГОВО,СІРИЙ,2025-07-24,1
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-07-24,0
РОСВИГОВО,ТОСТОВИЙ,2025-07-24,2
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-07-24,1
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-07-24,0
РОСВИГОВО,КЕРПІЧИК,2025-07-24,0
РОСВИГОВО,З ТРАВАМИ,2025-07-24,5
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-07-24,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-07-24,2
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-07-24,0
